12.902,12.902
4.5545,4.566
1.2926,2
3.5716,3.6667
2.5118,2.8889
6.6825,6.6825
5.2485,5.25
28.863,28.863
7.0807,7.0807
3.7934,3.8571
1.3142,2.0208
1.3774,2.08
0.40222,0.86047
1.2466,1.9545
0.16273,0.5
1.6206,2.2857
3.0132,3.2308
1.5415,2.2222
1.3724,2.0755
0.88257,1.5397
1.808,2.4255
7.4186,7.4186
2.6693,2.9924
1.2926,2
0.81239,1.4484
1.1516,1.8559
27.407,27.407
11.881,11.881
1.1742,1.88
6.8333,6.8333
5.9999,6
3.43,3.55
7.45,7.45
4.0502,4.0882
6.1363,6.1364
9.15,9.15
6.1481,6.1481
9.92,9.92
8.4865,8.4865
14,14
7.2105,7.2105
15.111,15.111
4.255,4.2791
10.867,10.867
2.4107,2.8235
9,9
10.762,10.762
4.9661,4.9697
7.3684,7.3684
0.9803,1.661
0.4764,0.97154
2.1447,2.6525
4.7244,4.7317
1.4444,2.14
9.0811,9.0811
27.357,27.357
23.229,23.229
17.154,17.154
32.821,32.821
35.153,35.153
15.048,15.048
2.1598,2.6623
16.527,16.527
2.0575,2.5956
2.0985,2.6224
3.6534,3.7358
9.5161,9.5161
3.843,3.901
2.7316,3.0342
3.2624,3.4173
4.5537,4.5652
5.6663,5.6667
5.714,5.7143
0.22591,0.59465
0.18638,0.53535
0.38457,0.83391
0.40039,0.85771
2.4458,2.8462
2.5779,2.932
4.6378,4.6471
0.61984,1.1818
-2.0008,-2
6.9375,6.9375
1.6159,2.2821
-0.79446,-0.75
0.60044,1.1538
5.9999,6
0.74464,1.3571
10.714,10.714
5.2786,5.28
1.6836,2.3342
7.4058,7.4058
9.1429,9.1429
4.9967,5
1.9442,2.52
2.1024,2.625
0.49554,1
