3.5505,3.6667
6.6825,6.6825
2.3353,2.8889
5.2483,5.25
7.0807,7.0807
28.863,28.863
-0.14801,0.86047
0.61268,2.0208
0.6805,2.08
3.7804,3.8571
0.97868,2.2857
-0.3148,0.5
0.87442,2.2222
0.54365,1.9545
2.9469,3.2308
0.67505,2.0755
0.21711,1.5397
7.4186,7.4186
1.2544,2.4255
2.539,2.9924
0.59025,2
0.16031,1.4484
0.45196,1.8559
27.407,27.407
11.881,11.881
0.47327,1.88
6.8333,6.8333
5.9999,6
3.4015,3.55
9,9
7.45,7.45
4.9654,4.9697
2.1968,2.8235
4.2505,4.2791
14,14
6.1363,6.1364
4.043,4.0882
15.111,15.111
6.1481,6.1481
10.867,10.867
10.762,10.762
8.4865,8.4865
9.92,9.92
9.15,9.15
7.3684,7.3684
7.2105,7.2105
0.29894,1.661
-0.09467,0.97154
1.799,2.6525
0.7564,2.14
9.0811,9.0811
27.357,27.357
27.761,27.761
35.153,35.153
32.821,32.821
17.154,17.154
15.048,15.048
1.8229,2.6623
16.527,16.527
1.6589,2.5956
1.7252,2.6224
3.6357,3.7358
9.5161,9.5161
3.8313,3.901
2.6162,3.0342
3.2222,3.4173
4.5516,4.5652
5.6663,5.6667
5.7139,5.7143
-0.27151,0.59465
-0.29864,0.53535
-0.16057,0.83391
-0.14931,0.85771
2.2457,2.8462
2.4225,2.932
0.97232,2.2821
-0.95813,-0.75
6.9375,6.9375
-2.006,-2
-0.0033339,1.1538
0.10682,1.3571
0.01122,1.1818
4.6362,4.6471
5.9999,6
10.714,10.714
5.2784,5.28
1.0669,2.3342
7.4058,7.4058
4.9961,5
9.1429,9.1429
1.4736,2.52
-0.08076,1
1.7316,2.625
