estimate,pe,se,t_stat,p_value,ci_lo,ci_hi,in_baseline,primary_estimate,selection,mvpf_effect,corr_direction,source
consumption_change,1.909,.91979998,,,,,1,1,,,,Hanh and Metcalf 2021 Table 3 column (3)
