3.4428,3.4173
27.407,27.407
11.881,11.881
27.357,27.357
27.761,27.761
4.5745,4.5652
-0.65444,0.85771
16.527,16.527
35.153,35.153
1.8118,2.2821
5.6671,5.6667
4.6549,4.6471
2.1283,2.4255
9.1429,9.1429
-0.25789,1.4484
-0.7785,0.59465
15.048,15.048
0.90585,2
2.5342,2.6623
-0.1625,1.5397
3.0236,3.0342
2.4304,2.5956
7.4058,7.4058
3.9261,3.901
2.9005,2.932
3.8832,3.8571
9.5161,9.5161
17.154,17.154
3.7638,3.7358
-0.33904,1.3571
2.473,2.6224
6.8333,6.8333
5.0034,5
32.821,32.821
1.2044,2.08
-0.57879,1
0.98514,2.0208
10.714,10.714
3.5783,3.55
1.8209,2.2857
0.73487,1.9545
6.0001,6
1.6552,2.2222
-0.65304,0.86047
-0.81971,0.5
1.4091,2.14
3.6952,3.6667
-0.59455,0.97154
2.7914,2.8462
-0.0024752,1.661
-0.80448,0.53535
2.8464,2.8889
-0.46835,1.1818
4.7382,4.7317
5.2517,5.25
28.863,28.863
0.40873,1.8559
-0.6664,0.83391
5.2815,5.28
0.48046,1.88
7.4186,7.4186
2.5194,2.6525
2.974,2.9924
2.3038,2.52
6.6825,6.6825
5.7147,5.7143
7.0807,7.0807
9.0811,9.0811
6.9375,6.9375
6.0001,6
7.2105,7.2105
4.1088,4.0882
7.3684,7.3684
2.7616,2.8235
7.45,7.45
10.867,10.867
4.9733,4.9697
9.15,9.15
4.2948,4.2791
9,9
1.1881,2.0755
14,14
10.762,10.762
9.92,9.92
6.1364,6.1364
15.111,15.111
8.4865,8.4865
6.1482,6.1481
1.9353,2.3342
146.62,146.62
