-12.902,-12.902
-4.648,-4.566
-2.7611,-2
3.9918,3.6667
3.4895,2.8889
6.6826,6.6825
5.2638,5.25
28.863,28.863
7.0807,7.0807
-1.0609,-0.86047
-4.1186,-3.8571
-2.7835,-2.0208
-2.8451,-2.08
-3.7118,-3.2308
-3.038,-2.2857
-2.9816,-2.2222
-0.58637,-0.5
-2.7107,-1.9545
2.8405,2.0755
-2.1445,-1.5397
-3.1545,-2.4255
7.4186,7.4186
3.558,2.9924
-2.7611,-2
-1.9961,-1.4484
2.594,1.8559
-11.881,-11.881
-27.407,-27.407
2.6235,1.88
-6.8334,-6.8333
-6.001,-6
-3.916,-3.55
7.2105,7.2105
15.111,15.111
9.15,9.15
14,14
3.4455,2.8235
8.4865,8.4865
4.4205,4.2791
10.867,10.867
7.3684,7.3684
6.1369,6.1364
10.762,10.762
4.2796,4.0882
7.45,7.45
9.92,9.92
5.0008,4.9697
9,9
6.1487,6.1481
2.3303,1.661
1.2227,0.97154
3.3261,2.6525
4.7884,4.7317
2.9045,2.14
9.0811,9.0811
-27.357,-27.357
-23.229,-23.229
-17.154,-17.154
-35.153,-35.153
-32.821,-32.821
-15.048,-15.048
-16.527,-16.527
-3.3331,-2.6623
-3.2847,-2.5956
-3.3043,-2.6224
-4.0373,-3.7358
-9.5161,-9.5161
-4.1484,-3.901
-3.5853,-3.0342
-3.8309,-3.4173
-5.6701,-5.6667
-4.6473,-4.5652
5.7171,5.7143
0.63017,0.53535
-0.70477,-0.59465
1.0235,0.83391
-1.057,-0.85771
3.4608,2.8462
-3.5183,-2.932
6.001,6
-2.7611,-2
-1.5066,-1.1538
-4.7159,-4.6471
-3.0348,-2.2821
6.9375,6.9375
1.552,1.1818
-0.90808,-0.75
-1.8437,-1.3571
-10.714,-10.714
-5.2925,-5.28
3.0795,2.3342
-7.4058,-7.4058
-9.1429,-9.1429
-5.0286,-5
-3.2282,-2.52
-1.2655,-1
-3.3062,-2.625
